filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Screenshot_20220701-152507_Crossy Road.jpg,291,333,log,222,208,271,224,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,log,228,248,279,260,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,log,158,269,236,281,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,duck,158,253,175,277,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,car,140,306,191,333,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,truck,119,93,205,134,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,truck,126,74,202,107,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,light off,157,64,181,93,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,rail,11,74,193,97,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,car,134,9,186,39,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,truck,203,128,283,170,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,car,34,157,78,188,3
Screenshot_20220701-152507_Crossy Road.jpg,291,333,car,1,30,35,61,3
Screenshot_20220701-152408_Crossy Road.jpg,291,333,water,64,170,266,242,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,122,189,203,203,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,217,209,262,221,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,231,188,264,203,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,215,168,259,184,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,53,171,97,182,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,77,59,158,72,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,1,40,60,53,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,134,41,187,53,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,126,23,179,35,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,log,83,2,159,18,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,lilypad,126,230,143,243,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,lilypad,153,230,170,240,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,lilypad,177,227,193,241,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,rock,145,141,168,164,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,rock,195,289,218,313,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,car,25,81,78,113,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,car,96,99,146,131,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,car,30,117,82,145,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,truck,177,256,257,296,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,tree,115,284,139,310,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,duck,174,215,190,236,4
Screenshot_20220701-152408_Crossy Road.jpg,291,333,lilypad,177,77,193,94,4
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,14,56,33,79,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,33,63,59,97,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,39,55,59,78,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,63,73,86,99,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,91,74,113,99,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,log,57,53,140,66,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,log,60,34,140,47,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,log,86,15,164,29,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,log,129,1,197,11,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,car,78,91,129,123,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,car,118,111,167,141,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,42,129,61,156,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,139,142,164,173,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,86,217,110,245,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,126,295,160,331,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,137,290,162,319,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,tree,188,308,210,333,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,rock,196,302,218,323,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,rock,221,227,246,249,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,rail,68,178,244,198,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,car,164,186,215,215,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,duck,171,242,190,266,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,light off,148,166,170,188,5
Screenshot_20220701-152456_Crossy Road.jpg,291,333,car,145,277,186,310,5
Screenshot_20220701-151658_Crossy Road.jpg,291,333,water,97,234,268,249,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,rail,86,211,262,231,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,rail,112,266,290,284,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,rail,120,284,291,303,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,car,110,142,162,174,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,car,89,69,139,99,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,car,150,50,200,82,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,light on,144,253,178,290,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,light off,147,279,170,306,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,light off,148,200,177,236,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,lilypad,151,235,171,249,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,lilypad,175,234,195,250,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,192,231,218,261,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,218,237,242,263,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,195,179,216,206,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,195,161,216,186,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,113,100,140,131,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,28,86,61,131,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,114,25,140,58,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,94,13,114,38,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,33,20,61,56,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,12,31,35,56,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,188,285,217,317,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,241,284,265,310,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,264,295,284,315,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,tree,239,296,261,318,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,rock,144,317,165,333,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,rock,118,297,142,318,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,rock,118,18,147,42,6
Screenshot_20220701-151658_Crossy Road.jpg,291,333,duck,172,238,193,263,6
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,149,100,204,130,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,135,142,165,181,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,191,148,215,178,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,148,137,206,164,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,130,248,186,280,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,247,231,291,259,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,1,45,55,73,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,107,260,137,290,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,267,256,291,293,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,29,43,61,88,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,59,12,89,48,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,38,23,62,46,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,9,13,35,46,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,139,3,165,31,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,192,174,249,200,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,car,197,192,257,222,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,rock,221,217,248,238,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,rock,116,215,142,238,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,tree,238,199,266,235,7
Screenshot_20220630-223006_Crossy Road.jpg,291,333,duck,172,231,187,255,7
Screenshot_20220701-152325_Crossy Road.jpg,291,333,car,30,84,83,116,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,car,187,86,231,114,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,car,144,100,186,131,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,car,86,156,137,188,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,car,102,214,154,243,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,duck,169,231,190,255,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,rock,196,256,219,277,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,217,224,242,257,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,190,224,214,255,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,220,175,244,201,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,195,138,215,163,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,rock,116,122,142,146,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,88,131,111,164,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,34,112,62,145,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,39,129,62,159,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,91,64,114,88,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,6,57,34,89,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,40,10,63,37,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,tree,18,8,38,37,8
Screenshot_20220701-152325_Crossy Road.jpg,291,333,car,203,193,242,224,8
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,35,45,61,76,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,9,64,35,95,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,7,41,34,73,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,35,118,58,148,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,237,218,268,264,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,222,200,241,223,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,84,225,112,266,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,tree,62,64,89,96,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,70,91,128,122,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,112,16,165,47,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,162,108,215,140,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,117,257,170,288,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,222,275,278,307,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,273,262,291,287,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,car,153,295,204,323,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,rock,142,188,167,210,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,rock,195,204,220,226,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,rock,196,222,219,248,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,truck,186,135,262,176,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,truck,35,135,113,177,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,rock,145,59,171,81,9
Screenshot_20220701-152422_Crossy Road.jpg,291,333,duck,172,203,190,226,9
Screenshot_20220701-152517_Crossy Road.jpg,291,333,car,59,109,111,141,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,car,104,91,145,120,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,car,148,166,199,198,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,car,97,128,157,157,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,car,216,203,268,233,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,car,64,202,110,232,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,duck,170,241,191,263,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,truck,167,266,256,306,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,truck,162,286,245,321,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,tree,238,300,259,325,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,tree,216,232,243,265,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,tree,218,177,242,208,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,rock,168,191,195,212,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,light off,121,257,148,294,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,rail,113,268,290,290,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,rail,1,45,179,68,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,light off,123,34,150,69,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,tree,65,72,85,96,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,tree,3,40,36,78,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,tree,61,7,88,43,10
Screenshot_20220701-152517_Crossy Road.jpg,291,333,truck,24,1,95,29,10
Screenshot_20220701-152549_Crossy Road.jpg,291,333,rail,35,110,217,137,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,car,126,138,168,168,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,car,31,120,97,151,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,car,130,83,182,114,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,car,53,46,111,77,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,truck,1,22,81,60,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,rock,197,161,220,185,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,rock,144,255,168,277,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,log,155,209,235,223,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,log,142,228,225,243,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,log,82,210,130,224,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,log,62,190,127,206,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,log,223,189,266,205,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,water,73,192,276,261,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,duck,171,235,191,258,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,lilypad,177,249,195,264,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,car,192,120,248,152,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,tree,1,44,36,88,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,light off,150,102,176,137,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,rail,32,111,224,137,11
Screenshot_20220701-152549_Crossy Road.jpg,291,333,tree,186,310,213,333,11
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,60,90,88,123,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,39,15,61,49,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,14,17,36,45,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,115,170,136,197,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,112,220,139,252,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,219,227,240,252,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,237,213,265,247,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,tree,243,239,268,270,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,127,60,166,90,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,183,77,232,107,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,19,41,59,70,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,43,115,100,148,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,165,135,229,166,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,189,152,246,182,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,34,153,84,182,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,22,135,64,159,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,170,228,190,252,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,rock,144,251,167,275,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,rock,223,251,246,272,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,156,265,208,297,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,194,283,244,314,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,car,203,116,244,143,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,truck,131,1,205,35,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,light off,146,298,171,333,12
Screenshot_20220701-152611_Crossy Road.jpg,291,333,rail,135,310,230,332,12
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,79,61,113,107,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,118,26,141,51,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,34,18,62,52,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,10,19,37,52,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,59,162,87,200,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,111,267,138,294,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,139,192,164,218,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,137,168,166,196,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,rock,196,199,222,224,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,rock,143,219,169,240,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,rock,141,291,166,314,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,duck,171,253,195,276,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,truck,61,238,145,277,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,car,91,230,140,253,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,car,238,230,291,261,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,car,43,120,97,150,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,car,47,99,101,129,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,car,1,65,29,91,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,rail,1,55,191,79,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,light off,149,44,178,80,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,water,53,151,237,186,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,tree,85,204,115,233,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,log,115,152,172,168,13
Screenshot_20220630-192812_Crossy Road.jpg,291,333,log,115,171,198,186,13
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,55,104,85,147,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,58,89,85,124,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,35,96,63,137,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,38,122,60,147,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,58,34,87,73,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,41,5,63,37,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,3,27,36,74,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,110,206,138,240,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,137,208,164,240,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,141,196,165,220,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,206,178,251,209,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,186,270,245,299,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,264,256,291,285,14
